value_date,vol_id,strike,call_put_id,settle_vol
1/1/2017,C  Z7.Z7,180,C,0
1/1/2017,C  Z7.Z7,180,P,0.30817993
1/1/2017,C  Z7.Z7,190,C,0
1/1/2017,C  Z7.Z7,190,P,0.287368321
1/1/2017,C  Z7.Z7,200,C,0
1/1/2017,C  Z7.Z7,200,P,0.290655563
1/1/2017,C  Z7.Z7,210,C,0
1/1/2017,C  Z7.Z7,210,P,0.270399702
1/1/2017,C  Z7.Z7,220,C,0
1/1/2017,C  Z7.Z7,220,P,0.251038234
1/1/2017,C  Z7.Z7,230,C,0
1/1/2017,C  Z7.Z7,230,P,0.245675737
1/1/2017,C  Z7.Z7,240,C,0
1/1/2017,C  Z7.Z7,240,P,0.236849173
1/1/2017,C  Z7.Z7,250,C,0.180946049
1/1/2017,C  Z7.Z7,250,P,0.226044217
1/1/2017,C  Z7.Z7,260,C,0.180868678
1/1/2017,C  Z7.Z7,260,P,0.213965102
1/1/2017,C  Z7.Z7,270,C,0.182721665
1/1/2017,C  Z7.Z7,270,P,0.210671976
1/1/2017,C  Z7.Z7,280,C,0.182721408
1/1/2017,C  Z7.Z7,280,P,0.203328078
1/1/2017,C  Z7.Z7,290,C,0.18728641
1/1/2017,C  Z7.Z7,290,P,0.201983197
1/1/2017,C  Z7.Z7,300,C,0.19142796
1/1/2017,C  Z7.Z7,300,P,0.200309129
1/1/2017,C  Z7.Z7,310,C,0.195946385
1/1/2017,C  Z7.Z7,310,P,0.202880416
1/1/2017,C  Z7.Z7,320,C,0.199799191
1/1/2017,C  Z7.Z7,320,P,0.205498379
1/1/2017,C  Z7.Z7,330,C,0.205245688
1/1/2017,C  Z7.Z7,330,P,0.20889676
1/1/2017,C  Z7.Z7,340,C,0.208228747
1/1/2017,C  Z7.Z7,340,P,0.211476639
1/1/2017,C  Z7.Z7,350,C,0.212385839
1/1/2017,C  Z7.Z7,350,P,0.214368259
1/1/2017,C  Z7.Z7,360,C,0.216602865
1/1/2017,C  Z7.Z7,360,P,0.217534321
1/1/2017,C  Z7.Z7,370,C,0.220178513
1/1/2017,C  Z7.Z7,370,P,0.221073485
1/1/2017,C  Z7.Z7,380,C,0.224304023
1/1/2017,C  Z7.Z7,380,P,0.224304023
1/1/2017,C  Z7.Z7,390,C,0.227509197
1/1/2017,C  Z7.Z7,390,P,0.226637948
1/1/2017,C  Z7.Z7,400,C,0.230987231
1/1/2017,C  Z7.Z7,400,P,0.23010915
1/1/2017,C  Z7.Z7,410,C,0.234170098
1/1/2017,C  Z7.Z7,410,P,0.232379561
1/1/2017,C  Z7.Z7,420,C,0.237359139
1/1/2017,C  Z7.Z7,420,P,0.234593554
1/1/2017,C  Z7.Z7,430,C,0.240871896
1/1/2017,C  Z7.Z7,430,P,0.238002674
1/1/2017,C  Z7.Z7,440,C,0.244064287
1/1/2017,C  Z7.Z7,440,P,0.24006406
1/1/2017,C  Z7.Z7,450,C,0.247194114
1/1/2017,C  Z7.Z7,450,P,0.242989653
1/1/2017,C  Z7.Z7,460,C,0.251635405
1/1/2017,C  Z7.Z7,460,P,0.24609653
1/1/2017,C  Z7.Z7,470,C,0.254393756
1/1/2017,C  Z7.Z7,470,P,0.248516223
1/1/2017,C  Z7.Z7,480,C,0.257882543
1/1/2017,C  Z7.Z7,480,P,0.250375599
1/1/2017,C  Z7.Z7,490,C,0.261169747
1/1/2017,C  Z7.Z7,490,P,0.253168156
1/1/2017,C  Z7.Z7,500,C,0.264431964
1/1/2017,C  Z7.Z7,500,P,0.254428272
1/1/2017,C  Z7.Z7,510,C,0.266377444
1/1/2017,C  Z7.Z7,510,P,0.255593622
1/1/2017,C  Z7.Z7,520,C,0.268516098
1/1/2017,C  Z7.Z7,520,P,0.255139598
1/1/2017,C  Z7.Z7,530,C,0.271086845
1/1/2017,C  Z7.Z7,530,P,0.256638577
1/1/2017,C  Z7.Z7,540,C,0.274360267
1/1/2017,C  Z7.Z7,540,P,0.25881512
1/1/2017,C  Z7.Z7,550,C,0.276673012
1/1/2017,C  Z7.Z7,550,P,0.257522904
1/1/2017,C  Z7.Z7,560,C,0.280074901
1/1/2017,C  Z7.Z7,560,P,0.259436127
1/1/2017,C  Z7.Z7,570,C,0.282675522
1/1/2017,C  Z7.Z7,570,P,0.260247467
1/1/2017,C  Z7.Z7,580,C,0.286832366
1/1/2017,C  Z7.Z7,580,P,0.262838503
1/1/2017,C  Z7.Z7,590,C,0.290405115
1/1/2017,C  Z7.Z7,590,P,0.264589196
1/1/2017,C  Z7.Z7,600,C,0.293369691
1/1/2017,C  Z7.Z7,600,P,0.26165363
1/1/2017,C  Z7.Z7,610,C,0.29569087
1/1/2017,C  Z7.Z7,610,P,0.260852083
1/1/2017,C  Z7.Z7,620,C,0.300399122
1/1/2017,C  Z7.Z7,620,P,0.263389434
1/1/2017,C  Z7.Z7,630,C,0.304748954
1/1/2017,C  Z7.Z7,630,P,0.265278822
1/1/2017,C  Z7.Z7,640,C,0.308741703
1/1/2017,C  Z7.Z7,640,P,0.266436288
1/2/2017,C  Z7.Z7,180,C,0
1/2/2017,C  Z7.Z7,180,P,0.308652234
1/2/2017,C  Z7.Z7,190,C,0
1/2/2017,C  Z7.Z7,190,P,0.287808735
1/2/2017,C  Z7.Z7,200,C,0
1/2/2017,C  Z7.Z7,200,P,0.291101012
1/2/2017,C  Z7.Z7,210,C,0
1/2/2017,C  Z7.Z7,210,P,0.270814118
1/2/2017,C  Z7.Z7,220,C,0
1/2/2017,C  Z7.Z7,220,P,0.251422967
1/2/2017,C  Z7.Z7,230,C,0
1/2/2017,C  Z7.Z7,230,P,0.246052236
1/2/2017,C  Z7.Z7,240,C,0
1/2/2017,C  Z7.Z7,240,P,0.237214041
1/2/2017,C  Z7.Z7,250,C,0.181223336
1/2/2017,C  Z7.Z7,250,P,0.226390622
1/2/2017,C  Z7.Z7,260,C,0.181145611
1/2/2017,C  Z7.Z7,260,P,0.214293116
1/2/2017,C  Z7.Z7,270,C,0.183001695
1/2/2017,C  Z7.Z7,270,P,0.210994851
1/2/2017,C  Z7.Z7,280,C,0.183001391
1/2/2017,C  Z7.Z7,280,P,0.203639692
1/2/2017,C  Z7.Z7,290,C,0.187573439
1/2/2017,C  Z7.Z7,290,P,0.20229276
1/2/2017,C  Z7.Z7,300,C,0.191721337
1/2/2017,C  Z7.Z7,300,P,0.200616117
1/2/2017,C  Z7.Z7,310,C,0.196246686
1/2/2017,C  Z7.Z7,310,P,0.203191328
1/2/2017,C  Z7.Z7,320,C,0.200105459
1/2/2017,C  Z7.Z7,320,P,0.205813319
1/2/2017,C  Z7.Z7,330,C,0.205560278
1/2/2017,C  Z7.Z7,330,P,0.209216948
1/2/2017,C  Z7.Z7,340,C,0.208547875
1/2/2017,C  Z7.Z7,340,P,0.211800744
1/2/2017,C  Z7.Z7,350,C,0.212711335
1/2/2017,C  Z7.Z7,350,P,0.214696793
1/2/2017,C  Z7.Z7,360,C,0.216934825
1/2/2017,C  Z7.Z7,360,P,0.217867707
1/2/2017,C  Z7.Z7,370,C,0.220515953
1/2/2017,C  Z7.Z7,370,P,0.221412296
1/2/2017,C  Z7.Z7,380,C,0.224647784
1/2/2017,C  Z7.Z7,380,P,0.224647784
1/2/2017,C  Z7.Z7,390,C,0.227857871
1/2/2017,C  Z7.Z7,390,P,0.226985286
1/2/2017,C  Z7.Z7,400,C,0.231341235
1/2/2017,C  Z7.Z7,400,P,0.230461808
1/2/2017,C  Z7.Z7,410,C,0.234528979
1/2/2017,C  Z7.Z7,410,P,0.232735698
1/2/2017,C  Z7.Z7,420,C,0.237722908
1/2/2017,C  Z7.Z7,420,P,0.234953085
1/2/2017,C  Z7.Z7,430,C,0.24124105
1/2/2017,C  Z7.Z7,430,P,0.238367432
1/2/2017,C  Z7.Z7,440,C,0.244438349
1/2/2017,C  Z7.Z7,440,P,0.240431994
1/2/2017,C  Z7.Z7,450,C,0.247572955
1/2/2017,C  Z7.Z7,450,P,0.243362051
1/2/2017,C  Z7.Z7,460,C,0.252021084
1/2/2017,C  Z7.Z7,460,P,0.246473709
1/2/2017,C  Z7.Z7,470,C,0.254783631
1/2/2017,C  Z7.Z7,470,P,0.248897091
1/2/2017,C  Z7.Z7,480,C,0.258277919
1/2/2017,C  Z7.Z7,480,P,0.250759305
1/2/2017,C  Z7.Z7,490,C,0.261570007
1/2/2017,C  Z7.Z7,490,P,0.253556144
1/2/2017,C  Z7.Z7,500,C,0.264837224
1/2/2017,C  Z7.Z7,500,P,0.254818202
1/2/2017,C  Z7.Z7,510,C,0.266785697
1/2/2017,C  Z7.Z7,510,P,0.255985332
1/2/2017,C  Z7.Z7,520,C,0.268927608
1/2/2017,C  Z7.Z7,520,P,0.255530617
1/2/2017,C  Z7.Z7,530,C,0.271502201
1/2/2017,C  Z7.Z7,530,P,0.25703189
1/2/2017,C  Z7.Z7,540,C,0.274780778
1/2/2017,C  Z7.Z7,540,P,0.259211805
1/2/2017,C  Z7.Z7,550,C,0.277097032
1/2/2017,C  Z7.Z7,550,P,0.257917574
1/2/2017,C  Z7.Z7,560,C,0.28050413
1/2/2017,C  Z7.Z7,560,P,0.25983373
1/2/2017,C  Z7.Z7,570,C,0.283108803
1/2/2017,C  Z7.Z7,570,P,0.260646314
1/2/2017,C  Z7.Z7,580,C,0.287271956
1/2/2017,C  Z7.Z7,580,P,0.26324132
1/2/2017,C  Z7.Z7,590,C,0.29085018
1/2/2017,C  Z7.Z7,590,P,0.264994698
1/2/2017,C  Z7.Z7,600,C,0.2938193
1/2/2017,C  Z7.Z7,600,P,0.262054681
1/2/2017,C  Z7.Z7,610,C,0.296144036
1/2/2017,C  Z7.Z7,610,P,0.261252047
1/2/2017,C  Z7.Z7,620,C,0.300859545
1/2/2017,C  Z7.Z7,620,P,0.263793092
1/2/2017,C  Z7.Z7,630,C,0.305216025
1/2/2017,C  Z7.Z7,630,P,0.265685379
1/2/2017,C  Z7.Z7,640,C,0.309214877
1/2/2017,C  Z7.Z7,640,P,0.266844619
1/3/2017,C  Z7.Z7,180,C,0
1/3/2017,C  Z7.Z7,180,P,0.312349726
1/3/2017,C  Z7.Z7,190,C,0
1/3/2017,C  Z7.Z7,190,P,0.29149601
1/3/2017,C  Z7.Z7,200,C,0
1/3/2017,C  Z7.Z7,200,P,0.271688644
1/3/2017,C  Z7.Z7,210,C,0
1/3/2017,C  Z7.Z7,210,P,0.252812867
1/3/2017,C  Z7.Z7,220,C,0
1/3/2017,C  Z7.Z7,220,P,0.23477734
1/3/2017,C  Z7.Z7,230,C,0
1/3/2017,C  Z7.Z7,230,P,0.236755801
1/3/2017,C  Z7.Z7,240,C,0
1/3/2017,C  Z7.Z7,240,P,0.218900042
1/3/2017,C  Z7.Z7,250,C,0
1/3/2017,C  Z7.Z7,250,P,0.213406037
1/3/2017,C  Z7.Z7,260,C,0.169476042
1/3/2017,C  Z7.Z7,260,P,0.204734738
1/3/2017,C  Z7.Z7,270,C,0.179151073
1/3/2017,C  Z7.Z7,270,P,0.205873842
1/3/2017,C  Z7.Z7,280,C,0.187604691
1/3/2017,C  Z7.Z7,280,P,0.204839169
1/3/2017,C  Z7.Z7,290,C,0.189291394
1/3/2017,C  Z7.Z7,290,P,0.201881721
1/3/2017,C  Z7.Z7,300,C,0.192450394
1/3/2017,C  Z7.Z7,300,P,0.201850333
1/3/2017,C  Z7.Z7,310,C,0.196810484
1/3/2017,C  Z7.Z7,310,P,0.204095787
1/3/2017,C  Z7.Z7,320,C,0.199294791
1/3/2017,C  Z7.Z7,320,P,0.20526689
1/3/2017,C  Z7.Z7,330,C,0.202773799
1/3/2017,C  Z7.Z7,330,P,0.20658097
1/3/2017,C  Z7.Z7,340,C,0.206521471
1/3/2017,C  Z7.Z7,340,P,0.209866222
1/3/2017,C  Z7.Z7,350,C,0.210330098
1/3/2017,C  Z7.Z7,350,P,0.212353569
1/3/2017,C  Z7.Z7,360,C,0.215162135
1/3/2017,C  Z7.Z7,360,P,0.216104907
1/3/2017,C  Z7.Z7,370,C,0.218328962
1/3/2017,C  Z7.Z7,370,P,0.219228622
1/3/2017,C  Z7.Z7,380,C,0.222871467
1/3/2017,C  Z7.Z7,380,P,0.222871467
1/3/2017,C  Z7.Z7,390,C,0.225529204
1/3/2017,C  Z7.Z7,390,P,0.225529204
1/3/2017,C  Z7.Z7,400,C,0.228362322
1/3/2017,C  Z7.Z7,400,P,0.227493094
1/3/2017,C  Z7.Z7,410,C,0.230779321
1/3/2017,C  Z7.Z7,410,P,0.229012755
1/3/2017,C  Z7.Z7,420,C,0.23395932
1/3/2017,C  Z7.Z7,420,P,0.232146034
1/3/2017,C  Z7.Z7,430,C,0.237340874
1/3/2017,C  Z7.Z7,430,P,0.23452389
1/3/2017,C  Z7.Z7,440,C,0.240286421
1/3/2017,C  Z7.Z7,440,P,0.237347073
1/3/2017,C  Z7.Z7,450,C,0.24406619
1/3/2017,C  Z7.Z7,450,P,0.239953877
